datetime|ETH_USD_BID|ETH_USD_ASK|ETH_BTC_BID|ETH_BTC_ASK|BTC_USD_BID|BTC_USD_ASK
2017-10-29 19:22:28|299.770515|300.990818|0.05113118|0.05129|5871.01|5879.9979
2017-10-29 19:22:31|299.770515|300.990818|0.05113118|0.05129|5871.01|5879.9979
2017-10-29 19:22:34|299.770515|300.990818|0.05113118|0.05129|5871.01|5879.9979
